Unnamed: 0.1,Unnamed: 0,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames
2722,63327,221108265,SPIRITUALISTIC FRAUDS,1895-03-22,6,211,The Kerang Times (Vic. : 1889 - 1901),Article,350,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221108265,https://nla.gov.au/nla.news-page23303839,"Mr Maskelyne, in an interview which appears in the ""English Illustrated Magazine,"" gives the following account of how he first began to suspect the bona",11.197270393371582,Empty,0,Empty,0,0,0,text/18950322-211-221108265.txt,Empty,Empty,America
2723,63330,221108751,THE FELL-THORPE GHOST. [ALL RIGHTS RESERVED.],1895-02-22,6,211,The Kerang Times (Vic. : 1889 - 1901),Article,6832,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221108751,https://nla.gov.au/nla.news-page23303790,"""Sleepy Hollow,"" as I hare heard Fell-Thorpe irreverently described by casual vis[?]rs, but I loved the place well. It was one of those hundreds of pretty English villages lying",148.1474151611328,Empty,0,Empty,0,0,0,text/18950222-211-221108751.txt,Empty,Empty,"Green, London, London, .and, Bohemian, France, Italy, Bohemian, Uncle Philip, London, Hand, Crusades, Boston, Ma, Manicheone, Smith, Ana, Ave, Grants, Vicarage, French, Italian, Mm, Ma, London, London, Mm, England"
2724,63337,221112830,"DEBATE.--IS SPIRITUALISM ANTI-CHRISTIAN? REV. F. J. WILKIN M. A. AFFIRMS. MR JAS. A. S. BROWN DENIES. SECOND EVENING, 2ND MARCH. MR GEO. ADAMS, J. P., CHAIRMAN. (DEBATE CONTINUED.)",1899-03-14,2,211,The Kerang Times (Vic. : 1889 - 1901),Article,5391,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221112830,https://nla.gov.au/nla.news-page23305572,Rev. F. J. Wilkin : Before I go on with my proof passages I must for one moment explain that when I say that Mr Brown is anti-Christian I do not,6.695574760437012,Empty,2,2022-05-04T03:59:42Z,0,0,0,text/18990314-211-221112830.txt,Empty,Empty,"Christianity, Father, Christ, Thou, Heaven, Christ, Himself, Believest, Me, Myself, Me, Father, Him, Christian, Jesus, Christian, Matthew, Tritheism, Christian, Tritheism, Gentlemen, God, Christian, Judea, God, Elisha, Father, Him, Me, Christ, Me, Thee, Me, Him, God, God, Christian, Infinite Trinity, Infinite Deity, God, Spirit, God, God, God, God, Him, Tritheism, Spiritualism, Divine, Spiritualism, Elias, Elias, Him, Christian, Me, Him, Jesus, Spiritualism, Christ, Bible, Belshazzar"
2725,63340,221114042,"DEBATE.--IS SPIRITUALISM ANTI-CHRISTIAN? REV. F. J. WILKIN M.A. AFFIRMS. MR JAS. A. S. BROWN DENIES. THIRD EVENING, 3RD MARCH. MR GEO. ADAMS, J.P., CHAIRMAN. (DEBATE CONTINUED.)",1899-03-17,2,211,The Kerang Times (Vic. : 1889 - 1901),Article,4751,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221114042,https://nla.gov.au/nla.news-page23305577,"Rev. F. J. Wilkin: Mr Chairman, Ladies and Gentlemen, those of you who were here last evening will remember that Mr Brown gave us a",3.02387809753418,Empty,2,2022-05-05T03:53:33Z,0,0,0,text/18990317-211-221114042.txt,Empty,Empty,"Gentlemen, Spiritualism, Spiritualism, Christ, God, Birmingham, Birmingham, Spiritualism, Christendom, Christian, Grecian, Christian, Calvary, Christian, Gentlemen, Christian, Christian, Christian, Christian, Christian, Christian, Father, Him, Christ, Christ, Himself, Father, God, Spiritualism, Christ, Christianity, Jesus, Matt, America, Germany, London, America, London"
2726,63342,221115978,"DEBATE.--IS SPIRITUALISM ANTI-CHRISTIAN? REV. F. J. WILKIN M.A. AFFIRMS. MR JAS. A. S. BROWN DENIES. SECOND EVENING, 2ND MARCH. MR GEO. ADAMS, J.P., CHAIRMAN. (DEBATE CONTINUED.)",1899-03-10,2,211,The Kerang Times (Vic. : 1889 - 1901),Article,4188,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221115978,https://nla.gov.au/nla.news-page23305565,"Mr Brown: Mr Chairman, Ladies and Gentlemen,--I must again compliment you on the splendid attendance here again this evening, and",4.988491058349609,Empty,3,2022-05-03T02:05:37Z,0,0,0,text/18990310-211-221115978.txt,Empty,Empty,"Gentlemen, Spiritualism, Jesus, Spiritualists, Spiritualism, Spiritualism, Spiritualism, Christianity, Churchianity, Christ, Jesus, Him, Patmos, Varley, Jesus, Christ, Gentlemen, Macbeth, Deity, Christianity, Christian, Britain, Briton, Christian, Jesus, God, John, God, Father, Ladies, Gentlemen, God, God, Christian, Christian, God, Christian, Him, Himself, Him, Him, Christian, God, Spiritualism"
2727,63403,221130812,THE GHOST OF THE SAWMILL.,1897-08-07,5,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,6829,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221130812,https://nla.gov.au/nla.news-page23406488,"It docs not matter to the reader that I was not always a trapper; I am one now, but have kept enough of my old literary taste to enjoy a paper now and",171.02716064453125,Empty,0,Empty,0,0,0,text/18970807-621-221130812.txt,Empty,Empty,"JL, Ijiish, Can, Catr, Bhafir, Nobody, Ilange, Father, Tllll, Margaret, Dolman, Boriptme, Itliit, Heaven, Ills"
2728,63411,221131668,"GLIMPSES OF SHADOWLAND. THE LAND OF GHOSTS. BELIEFS AS TO THE PARTING OF SOUL AND BODY. STORY ABOUT A SUPERNATURAL WARNING. WHY GHOSTS WALK, IF EVER THEY DO.",1897-04-17,9,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2095,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221131668,https://nla.gov.au/nla.news-page23405880,"It has long been a popular belief that the soul does not leave the body until several minutes after apparent death, and that it finally takes its departure",9.44638729095459,Empty,0,Empty,0,0,0,text/18970417-621-221131668.txt,Empty,Empty,"England, Mahommedan, India, England, North America, Gartsherrie, Scotland, Inveresk House, Mid-Loihian-, Redan, Athole, Edinburgh, Oxford, Oxford, Christian, German"
2729,63438,221138013,CHRISTMAS GHOST.,1897-12-25,8,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,1341,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221138013,https://nla.gov.au/nla.news-page23410601,"Mother bad just been reading aloud a ghost story, and Jack and his sister Nell and little Allan had kept as quiet as three little mice while they listened. It",223.7378845214844,Empty,0,Empty,0,0,0,text/18971225-621-221138013.txt,Empty,Empty,"CHGST, Austra, England, Jack"
2730,63440,221138257,THE LAND OF THE CHRISTMAS GHOSTS. (CONTINUED FROM LAST WEEK.),1898-01-29,8,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,1029,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221138257,https://nla.gov.au/nla.news-page23410775,"The great birds ranged themselves in rows, and spread in the middle a great while tablecloth, at one end of which was placed an enormous dish. with",7.268982887268066,Empty,0,Empty,0,0,0,text/18980129-621-221138257.txt,Empty,Empty,"Australia, Australian, Turkey"
2731,63467,221143472,THE GHOST'S TOUCH. A CHRISTMAS STORY.,1898-12-17,4 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,5991,Y,Empty,SUPPLEMENT TO THE CHRISTMAS,Empty,https://nla.gov.au/nla.news-article221143472,https://nla.gov.au/nla.news-page23409237,I shall never forget the terrible Christmas I spent at Lavrock Grange in the year '93. As an army doctor I have met with,159.3424835205078,Empty,0,Empty,0,0,0,text/18981217-621-221143472.txt,Empty,Empty,"Defence, Empire, Hants, Christchurch, India, Piccadilly, Melbourne, England, London, Australia, Melbourne, Melbourne, Little, Australian, Frank, Percy, Ringan, Australian, London, Norfolk, H, Ringan, Daeda, Georgian, Indian, Branscourt, London, Doctor, Grange, Percy, Australian, Percy, Ittwi, Pical, Scotch, God, Australia, Ma, Frank, India"
2732,63510,221152287,THE CROWSNEST GHOST.,1884-04-26,3 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2994,N,Empty,SUPPLEMENT TO THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221152287,https://nla.gov.au/nla.news-page23414822,"It would be almost impossible to discover anyone more entirely devoid of superstition than myself. Nevertheless, when I was seventeen years old an event happened which",203.4159393310547,Empty,0,Empty,0,0,0,text/18840426-621-221152287.txt,Empty,Empty,"Relieve, Parisian, French, Justine, India, Crowenest, Paris, England, England, England, Paris, Indian, Crowenest, Justine, Crowsoest, Paris, Crowsneet, Grdwsnest, Paris, Nina"
2734,63564,221165410,"SPIRITUALISTIC EXPOSURES. ""MATERIALISATION"" BY A CONJURER.",1894-12-29,35,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,476,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221165410,https://nla.gov.au/nla.news-page23419540,"Mr Ernest Hosking's spiritualistic materialisations, in Melbourne, as recently in Sydney, have been decidedly successful, and it was noticeable that the",10.098623275756836,Empty,0,Empty,0,0,0,text/18941229-621-221165410.txt,Empty,Empty,"Melbourne, Sydney, Melbourne, Spen, Cale, Russia, April"
2735,63581,221168896,OUR SHORT STORIES THE TRUE GHOST STORY.,1895-08-10,6,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2461,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221168896,https://nla.gov.au/nla.news-page23422053,It was not so many years ago that I shipped as second mate aboard the clipper Tamar from Glasgow to 'Frisco with a general cargo. They signed me,147.5009307861328,Empty,0,Empty,0,0,0,text/18950810-621-221168896.txt,Empty,Empty,"Glasgow, London, My, Tamar, Halifax, Tamar, Irish, Scotch, Tweed, South Atlantic, British, Silence, Reilly, Frazer, American, Waal, Norseman, Frazer, Frazer, Frazer, Irtnng, Irish, American, Trade, Tamar"
2736,63600,221172270,THE CHURCHES. SUNDAY READING. THE OUTPOURING OF THE SPIRIT.,1896-05-30,7,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,1967,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221172270,https://nla.gov.au/nla.news-page23421514,"And when the day of Pentecost was fully come, they were all filled with the Holy Ghost, and began to speak, as the Spirit gave them utterance.--Acts ii. 1-4.",29.51266860961914,Empty,0,Empty,0,0,0,text/18960530-621-221172270.txt,Empty,Empty,"Spirit, Calvary, Christ, Christian, Love, Israel, Divind, Jesus, Nazareth, Spirit, God, Spirit, Christ, Christ, Father, Church, Holy, Jesus, God, Christ, Jesus, Pente, God, Him, Christ, Spirit, Scripture, Spirit, Christ, Spirit, Scripture, Spirit, Church, Jesus, Christ, God, Christ, Church, Pentecost, Church"
2738,63639,221180332,THE GHOST'S TOUCH. [THE EIGHT OF TRANSLATION IS RESERVED.) THIRD PART. X.,1885-11-28,1 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,3997,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221180332,https://nla.gov.au/nla.news-page23354980,"Welcome to St. Ann's!' cried Mr. John Zent. 'I knew that yon were expected, my dear sir, and I took my chance of finding yon at the hotel.' He turned to hia sister-in law.",110.2129364013672,Empty,0,Empty,0,0,0,text/18851128-621-221180332.txt,Empty,Empty,"St., London, Luoy, London, Afraid, London, London, London, Love, London, St., London, Luoy, Parlia"
2739,63645,221180836,THE GHOST'S TOUGH. (THE RIGHT OF TRANSLATION IS RESERVED.) SECOND PART. V.,1885-11-21,1 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,4669,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221180836,https://nla.gov.au/nla.news-page23354948,"Disturbed by presentiments, Mr. Rayburn returned to his house on foot, by way of trying what exercise would do towards composing his mind.",111.34622192382812,Empty,0,Empty,0,0,0,text/18851121-621-221180836.txt,Empty,Empty,"Lnoy, Kensington, Gardens, Bt, London, London, London"
2740,63650,221181189,THE PHANTOM FIDDLER OF BEERAGH LODGE. A STORY.,1885-10-31,2 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,4657,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221181189,https://nla.gov.au/nla.news-page23354853,"My uncle, Mr. Sommerton, was agent to the eccentric Lord Beeragh, and, during his life, resided in Beeragh Castle, a magnificent old mansion, overlooking Beeragh lake,",3.230730056762696,Empty,0,Empty,0,0,0,text/18851031-621-221181189.txt,Empty,Empty,"Beeragh Castle, West Gonnaognt, Beeragh Lodge, Hugh, Hugh, Southern Earope, Italy, Spain, Eeertgn, Great, Great, Beeragh"
2741,63667,221182849,THE GHOST'S TOUCH. [THE RIGHT OF TRANSLATION IS RESERVED.] FIRST PART. I.,1885-11-14,1 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,4767,N,Empty,SUPPLEMENT TO THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221182849,https://nla.gov.au/nla.news-page23354916,The course of this narrative leads the reader on new and strange ground. It describes the return of a disembodied spirit to earth -- not occurring in the obscurity of,110.81106567382812,Empty,0,Empty,0,0,0,text/18851114-621-221182849.txt,Empty,Empty,"Western London, Kensington, England, English, Kensington, N, T, Kensington Gardens, Kensington Gardens, Gardens, Kensington Gardens, Lucy, Lucy, Gardens, Luoy, London, Kensington Gardens, Australian, England, England, Australiswqo, London, Gardens, St."
2742,63670,221183275,A NEW YORK GHOST. I. A MIDSUMMER NIGHT'S MYSTERY.,1890-08-09,6,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,5404,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221183275,https://nla.gov.au/nla.news-page23400135,"The night of the 14th August, 1882, was insufferably hot. The city pavements reminded one of the ""free-stone"" warmer furnished by a loving old grandmother on cold winter nights",129.93783569335938,Empty,0,Empty,0,0,0,text/18900809-621-221183275.txt,Empty,Empty,"West, Sergeant, Captain Williams, Captain, Captain, Speakiug, Captain, Captan, Captain, Dennis, Captain, Dennis, Captain, Captain, Captain, Dennis, Captain, Captain, Captain, Thirtieth, Seventh, Captain, Captain, Captain, Captain, Captain, Captain, Captain, Williams, Captain, Weern, Elsie, Captain"
2743,63698,221189350,THE GOREFIELD FAMILY GHOST.,1891-07-18,7,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,4194,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221189350,https://nla.gov.au/nla.news-page23399448,"The ancient house of Gorefield, of Gorefield Grange, near the town of Goreham, Ridingshire, was happy in the possession of a family ghost. Like the famous Hohenzollern Weisse",186.4442138671875,Empty,0,Empty,0,0,0,text/18910718-621-221189350.txt,Empty,Empty,"Gorefield, Goreham, Mohammedan, Grange, Bos, Royal, Easter, Wisconsin, England, Lincoln, Israelitish, Captain, Hebraic, Grange, Rlpli, Cornish, West Ridingshire, Ridingshire, Arc, Jloomy, Ridingshire, Eidingshire, Grange, Sir, London, Heaven, Wilfrid, California, Grange, Ridingshire"
2744,63703,221190737,OUR GHOST PARTY. I.--HOW THE STORIES CANE TO BE TOLD.,1891-06-06,7,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,8952,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221190737,https://nla.gov.au/nla.news-page23399255,"It was Christmas Eve! Christmas Eve at my Uncle John's. We had had supper, and were sitting round, talking and smoking. We had had a very good supper--A very",116.23350524902344,Empty,0,Empty,0,0,0,text/18910606-621-221190737.txt,Empty,Empty,"Oir, Christian, Australia, England, Doctor, Surrey, Men, Christian, Evans, German, Jfchht, .and, Gerufan, Christ, English, Bay, Ulti, Knosf, Italian, Scotch, German, German"
2745,63708,221191422,TIE PHANTOM TRAIN.,1891-11-21,7,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2011,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221191422,https://nla.gov.au/nla.news-page23401238,Mountain engineers are perhaps the most fearless class of men in the world. Journeys of so perilous a nature that the blood of an ordinary man would curdle at the bare thought of,1.391800880432129,Empty,0,Empty,0,0,0,text/18911121-621-221191422.txt,Empty,Empty,"Benver, Certain, Green, Canons, Ira, Xeeraago, Grete"
2746,63710,221191635,A GHOST IN A PALACE,1891-12-26,3 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2758,N,Empty,CHRISTMAS SUPPLEMENT,Empty,https://nla.gov.au/nla.news-article221191635,https://nla.gov.au/nla.news-page23401427,"If I were to tell my friends and acquaintances of this practical ago that I lived for some years in a palace at my case, had fi[?] right to wander over its magnificent",170.69398498535156,Empty,0,Empty,0,0,0,text/18911226-621-221191635.txt,Empty,Empty,"Wensnm, Norwich, Norfolk, Italian, Palace, London, Italian, Ontario, St., Chinese, Affairs, London, Sbadowland, St."
2747,63748,221198048,£100 REWARD: OR THE REGIMENTAL GHOST. PART I.,1887-09-24,3 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,6096,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221198048,https://nla.gov.au/nla.news-page23403357,"I was sent for hurriedly one evening to visit to resider [?]ce of Mr. Taunton, the head of the em[?]ent banging firm of Tannton Bros. and Elliott, Lombard-street.",139.25894165039062,Empty,0,Empty,0,0,0,text/18870924-621-221198048.txt,Empty,Empty,"B, Captain Briscoe, Jong, Bona, Miss, Captain Briscoe, H, Camngton, England, Kingston, Kingston, Tlih, .and, X, Jfcwas, Captain, Briscoe, Cowardly, London, South, Wisest, Briscoe, Aiders, North Camp, Aldershofc, T, Xhe"
2749,63785,221207794,BROTHER GARDNER ON GHOSTS.,1892-08-20,8,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,816,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221207794,https://nla.gov.au/nla.news-page23415984,"""It has cum to my knowledge,"" said Brother Gardner after the meeting had been opened in due form, "" dat sartin members of dis Limekiln Club am trubbled wid seein' ghosts an'",13.052553176879885,Empty,0,Empty,0,0,0,text/18920820-621-221207794.txt,Empty,Empty,"Cabiff, Cicero"
2750,63805,221211380,SIR EDMUND HORNBY'S GHOST STORY.,1884-11-01,4 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,668,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221211380,https://nla.gov.au/nla.news-page23357181,The Shanghai Courier thus demolishes the ghost story by the former Chief Justice of the Supreme Court for China and Japan republished in The Daily Telegraph a few,171.12962341308594,Empty,0,Empty,0,0,0,text/18841101-621-221211380.txt,Empty,Empty,"China, Society, China, Japan"
2751,63811,221212184,TEMPLES OF THE HOLY GHOST.,1884-12-06,7 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,909,N,Empty,SUPPLEMENT TO THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221212184,https://nla.gov.au/nla.news-page23357353,"Many passages of Holy Scripture encourage and even command us to seek the face of God. In Palm [?]re we are exhorted to 'Seek His face evermore.' In P[?]lm exxxix, however, we",170.445556640625,Empty,0,Empty,0,0,0,text/18841206-621-221212184.txt,Empty,Empty,"Chifet, Heaven, God, God, Spirit, Israel, Christ"
2752,63837,2216802,"PAGININI'S FIDDLE. ""IL[?]ANTAR, THE NELL ANIMA< SI[?]SENTE.""—PETRARCH. ""THIS MUST BE SPIRIT MUSIC, GOOD MY LORD![?] —TEMPEST.",1834-08-07,4,3,The Sydney Gazette and New South Wales Advertiser (NSW : 1803 - 1842),Article,3291,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article2216802,https://nla.gov.au/nla.news-page501186,"What traveller who has ever visited ""Genos la Superba"" can forget the Strada Balbi, with its marble palaces, its bright frescos, and hanging o[?]nge groves? Who",8.776047706604004,Empty,3,2013-12-27T10:42:27Z,0,0,0,text/18340807-3-2216802.txt,Empty,Empty,"Mdditeranean, Italian, Fame, Europe, Paganini, Mozart, German, Florentine, Messer, Knowledge, Colonge, Cyprus, Trent, Souls, Indian, Genoa, Brigitta, Indian, Brigitta, Paganini, Paganini, Rome, Naples, Palace, Cardinals, Pontiff, Papal, Brigitta, Rome, Brigitta, London, Arabian, Italian, London, Paris, English, Sardinian, Italy, Paganini, Londoners, Brigitta, England, Genoese, Paganini, St. Siri, Paganini"
2753,63843,221731441,THE GHOST OF THE LEDER-STRASSE.,1886-02-20,3 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,3501,N,Empty,SUPPLEMENT TO THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221731441,https://nla.gov.au/nla.news-page23354235,"We have become epicures in the supernatural. The respectable and conventional ghost, and the haunted chamber of the old manor house, no longer serve our turn A",158.1356201171875,Empty,0,Empty,0,0,0,text/18860220-621-221731441.txt,Empty,Empty,"Dummelsheim, German, Germane, Zeltinger, Dummelsheim, Eome, German, Lederstrasse"
2757,63891,221742869,GHOSTS AND HAUNTED HOUSES.,1886-07-17,2 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,756,N,Empty,SUPPLEMENT THE WEEKLY TIMES,Empty,https://nla.gov.au/nla.news-article221742869,https://nla.gov.au/nla.news-page23402413,"In spite of the rigid suppression of everything regarded the present time, the are a number of traditions and half beliefs which",4.490750789642334,Empty,0,Empty,0,0,0,text/18860717-621-221742869.txt,Empty,Empty,"Arvan, Boston, Cambridge, Boston, Pennysylvania"
2758,63896,221743488,THE YOUNG FOLKS. A GHOSTLY ADVENTURE.,1887-05-28,5 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,3366,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221743488,https://nla.gov.au/nla.news-page23402768,"Our large home party was seated round the fire last christmas Eve, and I was regaling my audience with the newest ghost stories obtainable, when Aunt Fanny tapped",32.286746978759766,Empty,0,Empty,0,0,0,text/18870528-621-221743488.txt,Empty,Empty,"Hannah, Craniey, Craniey, Ted, Or, Ec, Tom, English, The Laurels, Us, Tom"
2759,63905,221744954,THE YOUNG FOLKS. A GHOSTLY ADVENTURE. PART II.,1887-06-04,5 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2934,N,Empty,THE STORY TELLER,Empty,https://nla.gov.au/nla.news-article221744954,https://nla.gov.au/nla.news-page23402801,"Lawyer Cobb would have greatly preferred the parish lockup, but wished to conciliate the squire, and the matter was settled till the next magistrates' meeting. Tom was",7.860116958618164,Empty,0,Empty,0,0,0,text/18870604-621-221744954.txt,Empty,Empty,"Beeing, Gran, Green, Cranley, Green"
2760,63952,221751242,RE-APPEARANCE OF GHOSTS.,1883-05-19,4 S,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2294,N,Empty,SUPPLEMENT TO THE WEEKLY TIMES,Empty,https://nla.gov.au/nla.news-article221751242,https://nla.gov.au/nla.news-page23413428,"The Fortnightly Review for March contains an article by Messrs. Gurney and Fred. W. M. Myers, entitled ""Transferred Impressions and Telepathy,"" and embodying various",4.4922194480896,Empty,1,2018-10-30T04:46:48Z,0,0,0,text/18830519-621-221751242.txt,Empty,Empty,"Fred, Telepathy, Midlothian, Redan, Inveresk, Paris, London, London, Hambrook, Bristol, Upton, Upston, Jamaica, Frenchman, England, England, England, Canada, England, Montpellier, Brighton"
2761,63998,221760518,CATCHING A SPIRIT.,1880-01-17,12,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,1188,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221760518,https://nla.gov.au/nla.news-page23345757,"Mrs. Mary Eddy Huntoon, sister of Eddy Brothers, the famous materialising mediums, came to grief at North Adams on Monday night, and the local editor, J. H. Mabbett, of",7.044469833374023,Empty,0,Empty,0,0,0,text/18800117-621-221760518.txt,Empty,Empty,"Spirit, North Adams, Chittenden, Quackenbush, State, Indian, Indian, Colonel, Indian, Indian, Indian, Indian, Sunderland, Delaware, Hamlet, Limerick, London, Roman, Castle"
2762,64000,221760638,GHOSTS OF CHATELOUSSE. A STORY BY A CANADIAN TRAVELLER.,1880-05-22,13,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,3931,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221760638,https://nla.gov.au/nla.news-page23346175,"Talking about ghosts (said Jack Scott), the toughest time I ever had with gentry of that sort was when I was travelling up in Canada. We were in the fur line, you know, and I",5.159616470336914,Empty,0,Empty,0,0,0,text/18800522-621-221760638.txt,Empty,Empty,"Canada, Flint, Bympathy, Canadian, Canadian, Chatelousse, Flint, Aands, Came, Chatelousse, Marie, Flint, Flint, Canadian, Chatelousse, Cameron, Chatelousse"
2763,64023,221764069,THE MOUNTAIN OF THE SPIRITS. (A SPANISH LEGEND.),1880-08-28,13,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,1481,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221764069,https://nla.gov.au/nla.news-page23346517,"There was a certain Count de Alcudiel, who had an only son, Alonso, He had been betrothed from childhood to his beautiful cousin, Beatrice de Borges, who lived in",8.879744529724121,Empty,0,Empty,0,0,0,text/18800828-621-221764069.txt,Empty,Empty,"Alonso, France, Beatrice, Spain, Alonso, Beatrice, San Juan, Viprl, Crip, Beatrice, Soria, Alonso"
2764,64039,221767527,SPIRITUALISTS IN COURT.,1877-02-03,16,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,490,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221767527,https://nla.gov.au/nla.news-page23351954,"Mr. Sergeant Cox, in his charge to the grand jury at the Middlesex sessions, referring to the case of the spiritualist ''medium"" Lawrence, said that the jury need not trouble themselves",9.877367973327637,Empty,0,Empty,0,0,0,text/18770203-621-221767527.txt,Empty,Empty,Lawrence
2765,64055,221778945,A REPORTER'S GHOST,1893-01-21,7,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,1397,Y,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221778945,https://nla.gov.au/nla.news-page23416128,THREE o'clock in the morning is an uncanny hour the world over except,203.9458923339844,Empty,0,Empty,0,0,0,text/18930121-621-221778945.txt,Empty,Empty,"Ly, Claude, Claude, Amina"
2766,64067,221782085,THE BENALLA GHOST STORY.,1893-08-12,24,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,357,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article221782085,https://nla.gov.au/nla.news-page23417077,"The ""spooks"" are apparently taking up their abode in the colony, and their first performance at Benalla is really a very creditable effort. The whole story,",185.47618103027344,Empty,0,Empty,0,0,0,text/18930812-621-221782085.txt,Empty,Empty,
2767,64129,222235130,GAME THROUGH GHOSTS,1897-12-17,4,211,The Kerang Times (Vic. : 1889 - 1901),Article,184,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article222235130,https://nla.gov.au/nla.news-page23503117,[?] most striking instance of a sudden reverse of fortune has just come under my notice. Mrs. W-- was the daughter of humble,4.664204120635986,Empty,0,Empty,0,0,0,text/18971217-211-222235130.txt,Empty,Empty,Westmoreland
2768,64137,222246508,THE SPIRIT IN PRISON. A TEMPERANCE SERMON. (CONCLUDED FROM LAST WEEK).,1900-08-04,8,621,"Weekly Times (Melbourne, Vic. : 1869 - 1954)",Article,2190,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article222246508,https://nla.gov.au/nla.news-page23486921,"Preached in Westminster Abbey, Sunday, 10th June, in connection with the World's Temperance Congress. [Abridged.]",4.838518142700195,Empty,0,Empty,0,0,0,text/19000804-621-222246508.txt,Empty,Empty,"Christian, Christian, Cain, V, Drink, Raines, British, Jthe, Athiest, God, English, Indescribable, Bri, Intemperance, Bethlehem, Identifi, Him, Calvary, Hades, Thy"
