,line_num,og_line_num,article_id,title,date,page,newspaper_id,newspaper_title,category,words,illustrated,edition,supplement,section,url,page_url,snippet,relevance,status,corrections,last_corrected,tags,comments,lists,text,pdf,images,placenames
490,544,8320,115302846,THE KIAMA GHOST AT LAST. (TO THE EDITOR OF THE FREEMAN'S JOURNAL.),1876-01-15,11,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,297,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115302846,https://nla.gov.au/nla.news-page12713581,"SIR,—The much-talled-of, long-dreaded Kiama Ghost is no longer a myth if what we hear from ""beautiful Illawarra"" be true. It must have appeared there in prepria persona",110.5244140625,Empty,0,Empty,0,0,0,text/18760115-464-115302846.txt,Empty,Empty,"Otherwise, Jamberoo, Samaritan, Samaritan"
491,545,8364,115376887,A STRANGE GHOST STORY.,1877-04-14,18,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,688,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115376887,https://nla.gov.au/nla.news-page12712619,"My friend, Colonol Sir Willinm D—an officer in the British army, having seen much service in various parts of the world, has been for some time residing in Paris with his family",186.01422119140625,Empty,0,Empty,0,0,0,text/18770414-464-115376887.txt,Empty,Empty,"BRITISH, SANDHURST, , ENGLAND, , , , "
492,546,8378,115378588,THE GHOST AT THE GROSS ROADS.,1889-12-21,5,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,3054,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115378588,https://nla.gov.au/nla.news-page12717238,THE village of Ballymurphy was some twenty years ago in a very excited condition. For the information of the reader it is neceasary to state that Ballymurphy is a decaying and dilapidated,159.84535217285156,Empty,0,Empty,0,0,0,text/18891221-464-115378588.txt,Empty,Empty,"BALLYMURPHY, BELLYMURPHY, INEIAND, IRELAND, MUNOTEI1, MOR, AUSTRALIA, BALLYMURPBY, ANYWSY, IRISH, IRISH, BALLY, ENGLAND, BALLYMURPHY, DALY, BALLYMURPHY, MUAPFER, TINKER, BALLYMURPHY, BALLYMURPHY, ENGLAND,  CROSS, SEYMOUR, IRELAND, AUSTRALIA, RYAN, DANC3"
493,547,8382,115379302,THE RESURRECTED KIAMA GHOST.,1889-02-09,9,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,889,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115379302,https://nla.gov.au/nla.news-page12716156,THIS is what the BULLETIN has to say of the conduct of the DAILY TELEGRAPH and the EVENING NEWS :-In any sort of manly contest the next best,186.04977416992188,Empty,0,Empty,0,0,0,text/18890209-464-115379302.txt,Empty,Empty,"NEW SOUTH WALES, AUSTRALIAN, FREE, NEWS, VIC, FREETRADE,SOUTH WALES"
494,548,8401,115381409,ENGLAND. THE LATEST IN GHOST STORIES. EXORCISING A GHOST AT HAMPSTEAD.,1889-03-02,6,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,603,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115381409,https://nla.gov.au/nla.news-page12716225,"Miss Frith, daughter of the well-known artist, who writes under the signature ""Walter Powell"" in a Canadian paper (says the PALL MALL GAZETTE, Jan. 12), telle in a recent letter",176.96434020996094,Empty,0,Empty,0,0,0,text/18890302-464-115381409.txt,Empty,Empty,", CANADIAN, NO"
495,550,8412,115382977,"MR. HENNIKER HEATON AND HIS ""GHOST.""",1889-03-23,9,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,98,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115382977,https://nla.gov.au/nla.news-page12716300,"THE SECRET SOUTH OF HIS LETTERS AND SPEECHES. London, March 13.— Robert Dennis has sued Mr. Henniker Henniker, M.P. for Canterbury, for the recovery of £500, alleged to be due to",158.28871154785156,Empty,0,Empty,0,0,0,text/18890323-464-115382977.txt,Empty,Empty,", TIMEG"
496,551,8429,115385531,COLLAPSE OF A NO-POPERY ORGANIZATION IN THE UNITED STATES. THE SUCCESSOR OF THE KNOW-NOTHING SOCIETY GIVES UP THE GHOST—BUT NOT THE CASH.,1898-02-12,5,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,499,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115385531,https://nla.gov.au/nla.news-page12711045,"The closing of the supreme headquarters of the American Protective Association in Washington, and the sale of the office furniture and fixtures by the constable, may be considered the formal",66.72683715820312,Empty,0,Empty,0,0,0,text/18980212-464-115385531.txt,Empty,Empty,"STATES, WASHINGTON, ECHOLS, ECHOLS, ECHBLS, "
497,552,8486,115429476,PUBLIC SPIRIT IN POLAND.,1863-09-23,2,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,727,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115429476,https://nla.gov.au/nla.news-page12656095,"I have now traversed the whole breath of the ancient kingdom of Poland, from the Oder to the Dnieper, having throughout enjoyed very fair opportunities of studying the condition of",8.657988548278809,Empty,0,Empty,0,0,0,text/18630923-464-115429476.txt,Empty,Empty,"Poland, Russian, Prussian, Austrian, Russian, Revolu, Polish, Kieft, Ruthenian, Kremeniee, Volhynia, Russian, Kieff, Russian, Russian, Polish, St. Petersburg, Russian, St., Lithuania, Russian, Polish, Tepaired, St. Petersburg"
498,553,8512,115430817,SPIRIT OF THE PRESS. FREEMASONS PAINTED BY THEMSELVES. PART II.,1868-12-05,12,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,2502,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115430817,https://nla.gov.au/nla.news-page12654407,Quite recently some of the French lodges Came to the determination of omitting from their Constitution all mention of the existence of God And the immortality of the soul. M. Rebold,4.533082962036133,Empty,3,2013-10-18T01:50:19Z,0,0,0,text/18681205-464-115430817.txt,Empty,Empty,", GRAND MASTER, SOUL, MASONRY, MASONS, GOD, FREEMA, MAHOMETAN, CATHO, FREEMASONRY, HUMANITY, CHRISTIAN, GOD, FREEMASONRY, CHRISTIAN, FREEMASONRY, CHRISTIAN, MASONRY, ITALY, GERMANY ENGLAND, AMERICA, ASIA, BELGIUM, ITALIAN, LIBERTY, EQUALITY, FRATERNITY, ITALIAN, ITALIAN, EUROPE, RHINE, ENGLISH MASONRY, ENGLAND, , ENGLISH, ENGLAND, AMERICA, AMERICA, GANGES, ENGLISH, BELGIUM, GRAND MASTER, BELGIUM, EUROPE, CHRISTIAN, CHRISTIAN, CHURCH, CHRISTIAN, GRAND ORIENT, BELGIUM, MASON, GRAND ORIENT, GRAND ORIENT, GRAND ORIENT, GRAND ORIENT, GRAND ORIENT, GRAND ORIENT, BELGIUM, FREE"
499,554,8515,115430973,"SQUIRE WARNOUK'S GHOST; OR, LARRY SHEVLIN'S MASQUERADE.",1869-11-20,11,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,4096,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115430973,https://nla.gov.au/nla.news-page12655212,"In the town of Ballydioch, lived nearly a century ago, one of those old, drinking, swearing Squires, who was said to have been enrolled a member of that blessed confraternity, called",147.32382202148438,Empty,1,2014-03-27T05:48:15Z,0,0,0,text/18691120-464-115430973.txt,Empty,Empty,"BALLYDIOCH, NOGHER, NOGHER, SQUIRE, WARNOCK, , CHRISTIAN, PRESBYTERIAN, WARNOCK, NOGHER, WARNOCK, WARNOCK"
500,555,8517,115431086,A CHURCHYARD GHOST.,1868-10-10,4,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,497,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115431086,https://nla.gov.au/nla.news-page12654268,"At the Southward Police-court, on Friday, James Jones, a young fellow about nineteen years of age, was charged with creating a disturbance near Bermondsey Church, and",204.5813751220703,Empty,1,2019-08-12T04:53:00Z,1,0,0,text/18681010-464-115431086.txt,Empty,Empty,Abbey-
501,556,8534,115431842,SPIRIT OF THE DRESS. RELIGION IN EDUCATION AS AN INSTRUMENT OF MENTAL CULTURE.,1869-08-28,12,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,5812,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115431842,https://nla.gov.au/nla.news-page12655021,"A LECTURE DELIVERED BEFORE THE HISTORICAL, LITERARY, AND AESTHETICAL SOCIETY OP THE CATHOLIC UNIVERSITY OF IRELAND, BY THE VERY REV. MONSIGNOR",2.8435134887695312,Empty,0,Empty,0,0,0,text/18690828-464-115431842.txt,Empty,Empty,"LITERARY, IRELAND, EDU, CHRISTIAN, BONS, EUROPEAN, IRISH, ST., , BAY, ST., CHRIS, CHRIS, ROME, CHRISTIAN, CHURCH, HEAVEN, CHURCH, BALMEZ, LUTHER, CYPRIANS, JEROMES, DIVINE, SPANISH, SPAIN, IRELAND, BRITISH, IRISH, CHRISTIANITY, IRELAND, CROWN, BRITISH EMPIRE, FLORENCE, ITALIAN, SCRIPTURES, CHURCH, HAMLET, SC, BRITISH, SHAKESPEARE, LONDON, PRIEST, ROME, CHURCH, CORONATA, COLUI, TE, MISERIA, BRING, THEE, VIRGIN, THOU, THOU, WHOSE, WHOSE, TAKE, HEAVEN, VIRGIN, FREE, SO, ME, MIRALO, SIGNOR, REFUSE, REFUSE, PENANCE, NEWMAN, DISC"
502,557,8536,115431951,THE KIAMA GHOST VANISHING.,1868-12-19,8,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,1401,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115431951,https://nla.gov.au/nla.news-page12654435,"THE first act in the "" Kiama Mystery"" farce has been played—a revelation has at last been made and we find at the commencement, that two statements which Mr. Parkes",186.6924591064453,Empty,2,2016-05-31T07:28:59Z,1,0,0,text/18681219-464-115431951.txt,Empty,Empty,"Svdney, Ballaiat, Captain, Kiama, Mi, Robertsonian, Lis"
503,558,8571,115433478,FOREIGN INTELLIGENCE. GREAT BRITAIN. GHOSTS OF THE LOBBY.,1868-10-31,4,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,1374,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115433478,https://nla.gov.au/nla.news-page12654316,"To-morrow the performers in Parliament will all make their exeunt, the curtain will drop, and the House, and the lobbies, and the corridors will be silent and desolate.",9.245327949523926,Empty,0,Empty,0,0,0,text/18681031-464-115433478.txt,Empty,Empty,"Germany, Wellingtafc, Queens, St., South Eastern"
504,559,8616,115449551,A GHOST IN THE MUDGEE DISTRICT.,1887-03-19,8,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,303,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115449551,https://nla.gov.au/nla.news-page12662636,"SIR Henry Parkes' bald-headed Kiama ghost has been eclipsed by the fresh young spiritualistic sensation in the Mudgee district. The report goes that at a place called Cooyal, a mysterious",159.5028839111328,Empty,0,Empty,0,0,0,text/18870319-464-115449551.txt,Empty,Empty,None
505,561,8656,115453560,STORY OF A SINGULAR GHOST.,1866-05-12,291,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,624,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115453560,https://nla.gov.au/nla.news-page12661821,"Of all calumnies disguised under false appearances of which there, is any record, few have struck me so much as this one, from which you will see, children, that if God sometimes permits",171.663330078125,Empty,0,Empty,0,0,0,text/18660512-464-115453560.txt,Empty,Empty,"SOUTHAM, WARWICKSHIRE, , WARWICK, DIET"
506,562,8720,115461118,"RAISING A ""GHOST.""",1888-02-18,7,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,558,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115461118,https://nla.gov.au/nla.news-page12705778,"For some time past there has been a ghost scare at Park Head, Ecclesall, England. The residents thereabouts, or at least some of them, are under the delusion that a ghostly visitant may be seen",202.6758575439453,Empty,0,Empty,0,0,0,text/18880218-464-115461118.txt,Empty,Empty,"PARK HEAD, ECCLESALL, , DERBYSHIRE, SHEFFIELD, PARK HEAD, BUMMARY"
507,563,8742,115464163,THE KIAMA GHOST. (TO THE EDITOR.),1885-01-17,8,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,843,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115464163,https://nla.gov.au/nla.news-page12708199,"SIR,—As some of your readers are anxious to hear something of the history of the ""Kiama Ghost,"" I will try and give the desired information as truthfully as possible. Before reaching",158.9341583251953,Empty,0,Empty,0,0,0,text/18850117-464-115464163.txt,Empty,Empty,"SIR, MARCH, SYDNEY, SYDNEY, SOUTH WALES, GRANGE, ORANGEMEN,SOUTH, EVINIM, NOHODY, BATHURST, W, M"
508,564,8768,115466342,THE KIAMA GHOST. TO THE EDITOR.,1885-01-31,17,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,1090,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115466342,https://nla.gov.au/nla.news-page12708256,"SIR,—In my former letter I gave you a brief account of the five hundred special constables sworn inns a body guard to the Duke of Edinburgh, on his arrival in Sydney, and the figure",158.20201110839844,Empty,0,Empty,0,0,0,text/18850131-464-115466342.txt,Empty,Empty,"EDIN, SYDNEY, NORTH, IRELAND, SYDNEY, SYDNEY, IRISHMEN, IRISH,SOUTH WALES,SOUTH WALES, DOMAIN, GOSPEL, CHRISTIAN, EDINBURGH, VICTORIA"
509,565,8770,115466443,LETTERS TO THE EDITOR. THE KIAMA GHOST. LETTER III. (TO THE EDITOR.),1885-02-21,17,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,1532,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115466443,https://nla.gov.au/nla.news-page12708328,"SIR,—We now come to the day on which the unfortunate lunatic O'Farrell fired at and wounded the Duke of Edinburgh, at Clontarf, during the demonstration in aid of the Sailors, Home for",110.97946166992188,Empty,0,Empty,0,0,0,text/18850221-464-115466443.txt,Empty,Empty,"EDINBURGH, SYDNEY, CLONTARF, EDINBURGH, SYDNEY, IRISHMEN, IRISHMAN, SYDNEY, FENIAN, SYDNEY, SYDNEY, SCOTCH, IRISH,SOUTH WALES, SYDNEY, SYDNEY, HEAVEN, SYDNEY, IRISHMEN, IRISH, IRISH, ENGLAND, EDINBURGH, IRISH, FENIANS"
510,566,8846,115475679,"""FISHER'S GHOST."" (TO THE EDITOR OF THE FREEMAN'S JOURNAL.)",1875-12-04,14,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,802,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115475679,https://nla.gov.au/nla.news-page12710828,"SIR,—In reply to an article which you printed in a recent issue, and as several reports and comments of writers have appeared in the public press, and in some respects differ in their",129.88584899902344,Empty,0,Empty,0,0,0,text/18751204-464-115475679.txt,Empty,Empty,"CAMPBELLTOWN, CAMPBELLTOWN, , FARLEV, -AND, CAMPBELLTOWN, PROVIDENCE"
511,567,8859,115476755,"REVIEW. THE INTERNAL MISSION OF THE HOLY GHOST. BY HENRY EDWARD, CARDINAL-ARCHBISBOP OF WESTMINSTER. LONDON: PICKERING, 1875.",1875-09-11,11,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,1868,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115476755,https://nla.gov.au/nla.news-page12710585,"Whatever the world may have to say against Cardinal Manning, they cannot charge him with either lack of energy, lack of zeal, or lack of, faith. Like a good watchman of the Eternal",85.26422119140625,Empty,0,Empty,0,0,0,text/18750911-464-115476755.txt,Empty,Empty,"EFCERHAL, WESUPPOSE, ROME, , ROME, CHRISTIANA, EMINEN, CHURCH, TRUTH, DIVINE, H, OMNIPOTEUCE, SANCTIFIER, SOU, CREATION, REDEMPTION, HIMSELF, GOD, GOD, CHNIOH, GERMANY, SWITZ"
512,568,8883,115478579,STARTLING GHOST STORY.,1874-09-12,5,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,416,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115478579,https://nla.gov.au/nla.news-page12709590,"FROM time to time we have received startling intelligence from Bamerang anent a ghost, or rather ghosts, that have been seen by many persons, some of whom are not likely to be carried",203.55252075195312,Empty,0,Empty,0,0,0,text/18740912-464-115478579.txt,Empty,Empty,None
513,569,8888,115478778,THE TRUTH ABOUT FISHER'S GHOST.,1875-11-13,15,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,2057,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115478778,https://nla.gov.au/nla.news-page12710769,"MARCUS CLARKE writes the following interesting paper to the Australian on this subject:— Now, speaking pf the matter the other",171.35145568847656,Empty,0,Empty,0,0,0,text/18751113-464-115478778.txt,Empty,Empty,"AUSTRALIAN, HAMLET, BREECHES, SYDNEY, TEGG, CAMPBELL, , CAMPBELLTOWN, FISHER, FISHER, , WHITE, WISHER, WORRAL, WORRAL, CROWN, COOPER, FISHER, , WORRAL, WORRAL, FISHER, HOPKINS, WISHER, FISHER, , FISHER, , JULY, FISHER, FISHER"
514,570,8925,115549293,"TABLE-RAPPING AND HYPNOTISM. FATHER LE RENNETEL, 8 M., ON "" SPIRITUALISM.""",1894-05-05,15,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,2308,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115549293,https://nla.gov.au/nla.news-page12660333,"It was not surprising that the announcement of the Very Rev. P. Le Rennetel's sermon on "" Table Rapping and Hypnotism"" resulted in a, crowded-to-the-doors congregation at St. Patrick's",4.838580131530762,Empty,0,Empty,0,0,0,text/18940505-464-115549293.txt,Empty,Empty,"ETRURIA, EGYPT, GREECE, EONIE, MONCEAUS, AUSTRALIA, AMERICA, UNITED STATES, AMERICAN, CHINE, OBINA, CHINESE, FRENCH, CHINESE, CHINESE, CHINESE, CHINESE, PADS, SACRA, SATAN, GOD, HERODATA, GREECE, PHENICY, EGYPT, AMPBYTCION, FEMEMBESRIAG, GER, AUSTRIA, , CALLSN PARK, SYDNEY, LITTLE, SYDNEY"
515,571,8932,115551497,"GRABBING A GHOST. ANOTHER EXPOSURE OF ""SPIRITUALISM."" SOLVING THE SYDNEY OF THE SYDNEY "" SPOOKS.""",1894-10-27,9,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,1823,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115551497,https://nla.gov.au/nla.news-page12660927,"A FEW weeks back the Very Rev. P. Le Rennetel, S.M., of St. Patrick's, in announcing his lecture on Spiritualism, said:-He would undertake to prove that the average",100.19012451171876,Empty,0,Empty,0,0,0,text/18941027-464-115551497.txt,Empty,Empty,"St., Spiritualism, Sydney, Australia, Sydney, Melbourne, Hetherington, Rumble, Henry, Airs"
516,573,9076,115564907,LETTERS TO THE EDITOR. THE KIAMA GHOST AGAIN. (TO THE EDITOR.),1891-03-28,17,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,187,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115564907,https://nla.gov.au/nla.news-page12704683,"SIR,— You have laid the Kiama Ghost once more, and have therefore proved yourself a public benefactor. What was the motive of the two old gentlemen",116.73646545410156,Empty,0,Empty,0,0,0,text/18910328-464-115564907.txt,Empty,Empty,None
517,574,9091,115568774,THE GHOST AT THE SECOND BRIDGE. (MOUNT VICTORIA PASS.),1891-12-26,5,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,868,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115568774,https://nla.gov.au/nla.news-page12705608,"YOU'LD call the man a senseless fool,— A blockhead or an ass,— Who'd dare to say he saw the ghost Of Mount Victoria Pass;",130.70265197753906,Empty,2,2019-07-07T05:13:32Z,2,1,1,text/18911226-464-115568774.txt,Empty,Empty,"Or, Was, Jack"
518,575,9105,115570774,THE KIAMA GHOST AGAIN. SIR WILLIAM MANNING AND SIR ALFRED STEPHEN. A MADMAN'S STORY RE-TOLD BY TWO DOTARDS.,1891-03-21,17,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,2076,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115570774,https://nla.gov.au/nla.news-page12704659,THE daily papers of Friday last gave more or less disjointed reports of the extraordinary speeches of Sir William Manning (ex-Judge) and Sir Alfred Stephen (Lieutenant-Governor and ex-Chief,81.61599731445312,Empty,0,Empty,0,0,0,text/18910321-464-115570774.txt,Empty,Empty,"Edinburgh, Prince, Sydney, Prince, Sydney, Dublin, Prince, Prince, Tm, Dariing, Crown Solicitor, Fenioa, Bepublic, Prince, Mg, Mails, Clontarf, Sydney, Edinburgh"
519,577,9118,115574897,QUEEN VICTORIA AND THE GHOST.,1893-12-30,19,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,956,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115574897,https://nla.gov.au/nla.news-page12716020,"THE old family of the ""Beggs, the originators of the famous whiskey known to the taade as ""John Begg's,"" can boast of many traditions of their house, in which queen Victoria has posed as a",171.6549835205078,Empty,0,Empty,0,0,0,text/18931230-464-115574897.txt,Empty,Empty,"Beggs, Wales, Royal, Bd"
520,578,9122,115575866,THE KIAMA GHOST. THE HISTORY OF THE FAMOUS BOGIE,1893-01-21,18,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,774,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115575866,https://nla.gov.au/nla.news-page12714843,A writer who hag taken the trouble to hunt ap the records of the Fenian scare raised by Sir Henry Parses at the time of the trial of the crack-brained O'Farrell lets in the light,129.7555694580078,Empty,2,2019-04-08T13:20:34Z,0,0,1,text/18930121-464-115575866.txt,Empty,Empty,"Fenian, Parkes, Fenian, Edinburgh, Dean Dwyer, Fenian, Sir, April, Prince, Edinburgh"
521,580,9139,115580086,A TREASURY GHOST.,1893-03-25,11,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,145,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115580086,https://nla.gov.au/nla.news-page12715052,"ONE of the night watchmen at the Treasury, Mel-bourne, was found at his post on Saturday morn-ing in a state of collapse (writes the MELBOURNE STANDARD). The only way he could account for",204.2176208496093,Empty,0,Empty,0,0,0,text/18930325-464-115580086.txt,Empty,Empty,None
522,581,9179,115706095,TRIP TO SEE A GHOST.,1881-04-27,3,510,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",Article,1896,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115706095,https://nla.gov.au/nla.news-page12466717,"ON the morn of Friday, the 22nd of April, in the year of greaco new thousand eight hundred and eight one about a dozen of the [?]",172.0237579345703,Empty,0,Empty,0,0,0,text/18810427-510-115706095.txt,Empty,Empty,"Oiwnn, Ininc, No, Hitituiidrn, Ian, Imh, Hiinyan, Un, Chinese, Tempof, Maurico, Coiwy, Coomn, IH, Itaji, Ihu, Nafu, Honio"
523,582,9180,115706097,ANOTHER GHOST,1881-04-27,3,510,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",Article,157,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115706097,https://nla.gov.au/nla.news-page12466717,"An Dr. Donovan's man Michcel was descending the bill loading out of Cooma on Saturday night, on his way to rongbrook,something in white, with ""hre",224.9473419189453,Empty,1,2015-04-11T03:00:54Z,0,0,0,text/18810427-510-115706097.txt,Empty,Empty,"Cooma, Cooma, Mackay, Green"
524,583,9183,115706115,A GHOST IN COOMA.',1881-04-27,2,510,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",Article,136,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115706115,https://nla.gov.au/nla.news-page12466716,"ANOTHER ghost yarn in circulation. A Chinaman in Lambie,street, Cooma, rulates that his house is visited by a decapitated ghost which has appeared to him on several",185.19395446777344,Empty,0,Empty,0,0,0,text/18810427-510-115706115.txt,Empty,Empty,"Cooma, Tjambie, Cooma, Lismore"
525,584,9231,115716218,A TENNESSCE GHOST,1883-09-22,2 S,510,"The Manaro Mercury, and Cooma and Bombala Advertiser (NSW : 1862 - 1931)",Article,376,N,Empty,Supplement to the Manaro Mercury,Empty,https://nla.gov.au/nla.news-article115716218,https://nla.gov.au/nla.news-page12467835,"Comes to a house in Hamilton County, and rocks the baby to sleep every night. Now, then, by all the dwellers in the nether gloom, if there is a restless ghost of any old ancestor",203.33648681640625,Empty,0,Empty,0,0,0,text/18830922-510-115716218.txt,Empty,Empty,Hamilton Oounty
526,585,9295,115763766,NOTRE DAME DES VICTORIES. A GHOST STORY.,1861-04-17,6,464,"Freeman's Journal (Sydney, NSW : 1850 - 1932)",Article,2029,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article115763766,https://nla.gov.au/nla.news-page12656508,"In Province there lived one Gasimir de Latour, a scion of one of the most knightly families. He was in love with Marianne de Roligny, the beautiful daughter of an old General. He could",148.28050231933594,Empty,0,Empty,0,0,0,text/18610417-464-115763766.txt,Empty,Empty,"PROVINCE, LATOUR, , PROVENCE, , , , CASIMIR, CASIMIR, GOD, CASIMIR, CAASIMIR, CASIRIIIR, CHURCH, MARIANNE"
527,586,9413,117006574,THE STORYTELLER. AN ADVENTURE WITH A GHOST.,1890-04-05,4,247,The Prahran Telegraph (Vic. : 1889 - 1930),Article,1838,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article117006574,https://nla.gov.au/nla.news-page10133122,"When I was a lad of seventeen, I was office boy for Pinkerton's Philadelphia agency, and was just wild, of course, to be sent out on a case. Every time the",147.4828338623047,Empty,3,2018-08-03T00:20:00Z,0,0,0,text/18900405-247-117006574.txt,Empty,Empty,"Captain, Long"
528,587,9462,117442366,A GHOST AT NOONDAY.,1881-12-17,7,367,Goulburn Herald (NSW : 1881 - 1907),Article,1194,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article117442366,https://nla.gov.au/nla.news-page10130777,WE have received the following extraordinary narrative from a correspondent for whose good faith and professional acuteness of observation we can vouch. He substantiates,186.0406646728516,Empty,0,Empty,0,0,0,text/18811217-367-117442366.txt,Empty,Empty,Dave
529,588,9478,117578514,A DISMEMBERED GHOST.,1882-02-04,4,474,The Grenfell Record and Lachlan District Advertiser (NSW : 1876 - 1951),Article,690,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article117578514,https://nla.gov.au/nla.news-page13119576,"Some years ago there was a house in Dedham, Massachusetts, which was haunted by a small yellow ghost. This ghost—a female—was an alarming ghost to contemplate, for she had been",204.26681518554688,Empty,0,Empty,0,0,0,text/18820204-474-117578514.txt,Empty,Empty,"DEDHAM, MASSACHUSETTS,ENGLAND, DEDHAM, ENGLAND, NETHERLANDS, SWEEDON, GERMAN, AROLSON, NEPHEW, NEPHEW"
530,589,9480,117578729,AN UNPUBLISHED GHOST STORY.,1882-03-04,4,474,The Grenfell Record and Lachlan District Advertiser (NSW : 1876 - 1951),Article,737,N,Empty,Empty,Empty,https://nla.gov.au/nla.news-article117578729,https://nla.gov.au/nla.news-page13119590,"When I served my apprenticeship in one of the seaport towns of this colony, my domicile was in one of the attic rooms in a three-story building, opposite to a house of about the same",185.7174530029297,Empty,0,Empty,0,0,0,text/18820304-474-117578729.txt,Empty,Empty,"NEW YEAR, , SYDNEY, SYDNEY"
531,590,9498,118244322,A GENUINE GHOST STORY.,1859-03-05,1 S,364,The Goulburn Herald and County of Argyle Advertiser (NSW : 1848 - 1859),Article,2170,N,Empty,SUPPLEMENT TO THE GOULBURN HERALD.,Empty,https://nla.gov.au/nla.news-article118244322,https://nla.gov.au/nla.news-page10144009,"WELL, said uncle Thomas, as the boys importuned him to tell one of his pleasant yarns, you shall have a ghost story; and, what is most worthy of remark, it is as true as the",186.2997436523437,Empty,0,Empty,0,0,0,text/18590305-364-118244322.txt,Empty,Empty,"ENGLAND, SHIRE, STONY"
